PopularInvestor,Gain,RiskScore,MaxDailyRiskScore,MaxMonthlyRiskScore,Copiers,CopiersGain,AUMTier,AUMTierV2,Trades,WinRatio,DailyDD,WeeklyDD,ProfitableWeeksPct,ProfitableMonthsPct,Velocity,Exposure,AvgPosSize,HighLeveragePct,MediumLeveragePct,LowLeveragePct,PeakToValley,LongPosPct,ActiveWeeks,ActiveWeeksPct,WeeksSinceRegistration,Score
0,182.57,7,7,7,5,0,1,1,104,46.15384615384615,-43.5,-44.76,60.71,61.54,0.022,89.37,3.31,2.884615384615,7.692307692307,89.423076923076,-52.17,70.18,56,100,224,-0.5425186021191671
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.557463220105887
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.5608628894401958
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.5656365359846205
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.5367542479499281
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.5305112250368789
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.5102907871632569
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.48890394549399446
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.38198592537884124
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.3643647157075696
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.37874939427741927
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.3703714496746079
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.37190690399385096
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.3731375907801801
0,8.72,6,8,7,0,0,0,0,1914,60.24,-13.49,-17.81,54.55,46.15,0.0121,55.2,0.23,0.05225,0.05225,99.89551,-42.51,95.16,55,100,266,-0.3733705176700743
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.3825550444980797
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.3904031996301806
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.39510723273306525
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.4118141461997421
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.41216686277510484
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.3930388443761046
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.3987674438910188
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.42399655397191105
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.42689716616014173
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.4368777193357211
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.4467509482167797
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.45151672438443957
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.45579660598709476
0,-8.51,5,8,7,0,0,0,0,1914,60.14,-13.49,-20.12,56.14,46.15,0.0119,53.36,0.23,0.05225,0.05225,99.89551,-50.44,95.16,57,100,268,-0.43897195108879233
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.4299030400111044
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.4261461853484905
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.4181836997497434
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.42381361742948853
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.44838866167475144
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.44227128557446116
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.4180252238554001
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.41091343634775934
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.41014404487866213
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.39304378196910494
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.3937179246834961
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.39407916549776806
0,-15.9,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0107,39.48,0.21,0,0,100,-50.44,94.69,53,100,270,-0.3948042422604348
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.39516810800989816
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.39553285122748477
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.39626498625778567
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.396632382712963
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.3970006682616693
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.3973698469963048
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.3977399300926223
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.398110906394567
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.39848278161094736
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.3988555638485193
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.39922924716771974
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.39960383285198126
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.39997933539043107
0,-21.54,5,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,50,38.46,0.0104,39.48,0.21,0,0,100,-50.44,94.69,53,96.36,272,-0.40035575321348366
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.40149048905450097
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.401870584427964
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.4022515978890615
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.40263353937313134
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.4034002026347136
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.4045572179270636
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.4053332483497696
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.4057226892113833
0,-16.75,0,8,7,0,0,0,0,1540,56.1,-13.49,-20.12,53.7,46.15,0.0076,39.48,0.21,0,0,100,-50.44,94.69,53,98.15,275,-0.4061130771352246
0,-16.75,0,8,7,0,0,0,0,1155,52.12,-13.49,-20.12,55.36,46.15,0.0076,32.34,0.22,0,0,100,-50.44,94.3,52,92.86,277,-0.40728992978591483
0,-16.75,0,8,7,0,0,0,0,1155,52.12,-13.49,-20.12,55.36,46.15,0.0076,32.34,0.22,0,0,100,-50.44,94.3,52,92.86,277,-0.408079266634331
0,-16.75,0,8,7,0,0,0,0,1155,52.12,-13.49,-20.12,55.36,46.15,0.0076,32.34,0.22,0,0,100,-50.44,94.3,52,92.86,277,-0.40847538595012756
0,-16.75,0,8,7,0,0,0,0,1155,52.12,-13.49,-20.12,55.36,46.15,0.0076,32.34,0.22,0,0,100,-50.44,94.3,52,92.86,277,-0.4100694692230358
0,-16.75,0,8,7,0,0,0,0,1155,52.12,-13.49,-20.12,55.36,46.15,0.0076,32.34,0.22,0,0,100,-50.44,94.3,52,92.86,277,-0.41047041656461464
0,-16.75,0,8,7,0,0,0,0,1155,52.12,-13.49,-20.12,55.36,46.15,0.0076,32.34,0.22,0,0,100,-50.44,94.3,52,92.86,277,-0.41167908103873324
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,57.41,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,88.89,279,-0.4128965512318542
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,57.41,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,88.89,279,-0.4133043409758175
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,57.41,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,88.89,279,-0.41371311182481973
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,57.41,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,88.89,279,-0.4157718079795427
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,57.41,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,88.89,279,-0.4161865106481595
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,57.41,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,88.89,279,-0.41660222738462216
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,57.41,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,88.89,279,-0.4182750575794211
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,58.93,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,87.27,281,-0.4186957815414057
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,58.93,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,87.27,281,-0.4195402191041733
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,58.93,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,87.27,281,-0.42038867729744217
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,58.93,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,87.27,281,-0.4216689320620451
0,-14.42,0,8,7,0,0,0,0,940,53.09,-13.49,-20.12,58.93,53.85,0.0067,26.5,0.25,0,0,100,-50.44,95.65,48,87.27,281,-0.42209770076564335
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,60.38,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,83.02,283,-0.4246916060425618
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,60.38,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,83.02,283,-0.42776399643731045
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,60.38,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,83.02,283,-0.4286509447178975
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,60.38,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,83.02,283,-0.42954195507428766
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,61.82,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,80,285,-0.4308860692360441
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,61.82,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,80,285,-0.4317871995418843
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,61.82,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,80,285,-0.43269236271495254
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,61.82,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,80,285,-0.4340576516988027
0,-16.35,0,8,7,0,0,0,0,769,49.02,-13.49,-20.12,61.82,53.85,0.0067,17.11,0.29,0,0,100,-50.44,96.24,44,80,285,-0.43497285066347385
1,-10.52,5,5,5,124,-1.59,3,3,294,48.3,-3.29,-4.22,45.28,53.85,0.0074,100,1.61,0,0,100,-15.63,100,54,100,127,2.324722952937335
1,12.66,4,4,4,2,0,1,1,27,59.26,-2.26,-3.27,50,61.54,0,100,5.6,0,0,100,-13.05,100,56,100,220,0.44298211460740816
1,22.56,3,6,5,66,-2.94,1,1,61,68.85,-5.3,-5.89,50.94,69.23,0.0015,43.02,2.39,0,0,100,-10.58,97.57,53,100,350,3.917085556063677
1,54.8,4,7,5,15,-6.25,1,1,9301,46.84,-3.68,-6.27,60,69.23,0.0254,48,0.1,0.15052,1.33319,98.51629,-8.75,94.89,53,98.15,243,0.26608389232413504
0,54.05,3,5,4,1,0,1,1,2421,64.19,-6.99,-11.5,62.96,69.23,0.0077,61.88,0.13,0.08261,0.37175,99.54564,-14.78,85.81,54,100,289,1.46831763178548
1,20.93,5,5,5,6,50,1,1,177,61.58,-2.69,-4.32,57.89,61.54,0.002,100,1.06,0,0.56497,99.43503,-10.29,99.5,57,100,232,1.6272225596048027
0,102.66,5,6,5,1,0,1,1,23,78.26,-3.86,-6.18,56.6,69.23,0.0029,100,9.5,0,0,100,-12.13,100,53,100,145,0.7416641212990311
0,102.66,5,6,5,1,0,1,1,23,78.26,-3.86,-6.18,56.6,69.23,0.0029,100,9.5,0,0,100,-12.13,100,53,100,145,0.5618368854739787
0,102.66,5,6,5,1,0,1,1,23,78.26,-3.86,-6.18,56.6,69.23,0.0029,100,9.5,0,0,100,-12.13,100,53,100,145,0.6465098663571448
0,100.11,5,6,5,1,0,1,1,23,78.26,-3.86,-6.18,56.36,69.23,0.0028,100,9.5,0,0,100,-12.13,100,53,96.36,146,0.9677715730768134
0,100.11,5,6,5,1,0,1,1,23,78.26,-3.86,-6.18,56.36,69.23,0.0028,100,9.5,0,0,100,-12.13,100,53,96.36,146,1.0605761101869344
0,40.06,5,5,5,3,50,1,1,17,58.82,-3.37,-6.18,53.7,61.54,0.0015,100,12.87,0,0,100,-16.28,100,54,100,154,0.5918326238702365
0,40.06,5,5,5,3,50,1,1,17,58.82,-3.37,-6.18,53.7,61.54,0.0015,100,12.87,0,0,100,-16.28,100,54,100,154,0.5322361540832845
0,40.06,5,5,5,3,50,1,1,17,58.82,-3.37,-6.18,53.7,61.54,0.0015,100,12.87,0,0,100,-16.28,100,54,100,154,0.5331943749037424
0,40.06,5,5,5,3,50,1,1,17,58.82,-3.37,-6.18,53.7,61.54,0.0015,100,12.87,0,0,100,-16.28,100,54,100,154,0.4888830249547636
0,40.06,5,5,5,3,50,1,1,17,58.82,-3.37,-6.18,53.7,61.54,0.0015,100,12.87,0,0,100,-16.28,100,54,100,154,0.5124707986374613
0,40.06,5,5,5,3,50,1,1,17,58.82,-3.37,-6.18,53.7,61.54,0.0015,100,12.87,0,0,100,-16.28,100,54,100,154,0.49373139374078695
0,40.06,5,5,5,3,50,1,1,17,58.82,-3.37,-6.18,53.7,61.54,0.0015,100,12.87,0,0,100,-16.28,100,54,100,154,0.5465962644006164
0,44.24,5,5,5,2,-33.33,1,1,17,64.71,-3.37,-6.18,55.36,61.54,0.0015,100,12.87,0,0,100,-16.28,100,56,100,156,0.5658639252233256
0,44.24,5,5,5,2,-33.33,1,1,17,64.71,-3.37,-6.18,55.36,61.54,0.0015,100,12.87,0,0,100,-16.28,100,56,100,156,0.5185259637483691
0,44.24,5,5,5,2,-33.33,1,1,17,64.71,-3.37,-6.18,55.36,61.54,0.0015,100,12.87,0,0,100,-16.28,100,56,100,156,0.5204569539777105
0,53.65,4,6,5,1,0,1,1,256,94.14,-4.06,-6.52,55.36,69.23,0.0167,100,2.29,0,0,100,-11.32,100,53,94.64,102,1.707260986716931
0,53.65,4,6,5,1,0,1,1,256,94.14,-4.06,-6.52,55.36,69.23,0.0167,100,2.29,0,0,100,-11.32,100,53,94.64,102,1.610426223072348
0,53.65,4,6,5,1,0,1,1,256,94.14,-4.06,-6.52,55.36,69.23,0.0167,100,2.29,0,0,100,-11.32,100,53,94.64,102,1.7455243545107626
0,53.65,4,6,5,1,0,1,1,256,94.14,-4.06,-6.52,55.36,69.23,0.0167,100,2.29,0,0,100,-11.32,100,53,94.64,102,1.7930324287099462
0,34.9,3,6,5,1,0,1,1,239,93.31,-3.46,-6.47,55.56,76.92,0.0138,88.78,1.93,0,0,100,-11.32,100,54,100,107,1.3163442856857202
0,34.9,3,6,5,1,0,1,1,239,93.31,-3.46,-6.47,55.56,76.92,0.0138,88.78,1.93,0,0,100,-11.32,100,54,100,107,1.3397295911713285
0,34.9,3,6,5,1,0,1,1,239,93.31,-3.46,-6.47,55.56,76.92,0.0138,88.78,1.93,0,0,100,-11.32,100,54,100,107,1.3677392527595122
0,34.9,3,6,5,1,0,1,1,239,93.31,-3.46,-6.47,55.56,76.92,0.0138,88.78,1.93,0,0,100,-11.32,100,54,100,107,1.3544750274482484
0,34.9,3,6,5,1,0,1,1,239,93.31,-3.46,-6.47,55.56,76.92,0.0138,88.78,1.93,0,0,100,-11.32,100,54,100,107,1.3916336058518333
0,34.9,3,6,5,1,0,1,1,239,93.31,-3.46,-6.47,55.56,76.92,0.0138,88.78,1.93,0,0,100,-11.32,100,54,100,107,1.4344480215308872
0,34.9,3,6,5,1,0,1,1,239,93.31,-3.46,-6.47,55.56,76.92,0.0138,88.78,1.93,0,0,100,-11.32,100,54,100,107,1.4692811198061668
0,35.04,2,6,5,1,0,1,1,247,93.93,-3.46,-6.47,57.14,76.92,0.0137,86.4,1.92,0,0,100,-11.32,100,56,100,110,1.442589859906649
0,35.04,2,6,5,1,0,1,1,247,93.93,-3.46,-6.47,57.14,76.92,0.0137,86.4,1.92,0,0,100,-11.32,100,56,100,110,1.4524084208910146
0,35.04,2,6,5,1,0,1,1,247,93.93,-3.46,-6.47,57.14,76.92,0.0137,86.4,1.92,0,0,100,-11.32,100,56,100,110,1.4737425916594153
0,35.04,2,6,5,1,0,1,1,247,93.93,-3.46,-6.47,57.14,76.92,0.0137,86.4,1.92,0,0,100,-11.32,100,56,100,110,1.4800269435370614
0,35.04,2,6,5,1,0,1,1,247,93.93,-3.46,-6.47,57.14,76.92,0.0137,86.4,1.92,0,0,100,-11.32,100,56,100,110,1.2217937536788428
0,35.04,2,6,5,1,0,1,1,247,93.93,-3.46,-6.47,57.14,76.92,0.0137,86.4,1.92,0,0,100,-11.32,100,56,100,110,1.2613353474963305
